key,en,zh-TW
whatsapp.accountHealths.messagingLimitTier.TIER_10K,"10,000 customers per 24h","每 24 小時 10,000 個客戶"
whatsapp.accountHealths.messagingLimitTier.TIER_100K,"100,000 customers per 24h",每 24 小時 10 萬名客戶
whatsapp.accountHealths.messagingLimitTier.TIER_UNLIMITED,Unlimited customers per 24h,每 24 小時無限客戶
whatsapp.accountHealths.messagingLimitTier.UNKNOWN,Unknown,未知
whatsapp.accountHealths.displayNameStatus.APPROVED,Approved,已批准
whatsapp.accountHealths.displayNameStatus.AVAILABLE_WITHOUT_REVIEW,Available Without Review,無需審核即可使用
whatsapp.accountHealths.displayNameStatus.DECLINED,Declined,已拒絕
whatsapp.accountHealths.displayNameStatus.EXPIRED,Expired,已過期
whatsapp.accountHealths.displayNameStatus.NONE,None,無
whatsapp.accountHealths.displayNameStatus.PENDING_REVIEW,Pending Review,待審核
whatsapp.accountHealths.accountMode.LIVE,Live,直播
whatsapp.accountHealths.accountMode.SANDBOX,Sandbox,沙箱
whatsapp.accountHealths.canSendMessage.AVAILABLE,AVAILABLE,可用
whatsapp.accountHealths.canSendMessage.LIMITED,LIMITED,有限公司
whatsapp.accountHealths.canSendMessage.BLOCKED,BLOCKED,已阻止
whatsapp.accountHealths.canSendMessage.UNKNOWN,UNKNOWN,未知
whatsapp.accountHealths.health.label,Business Status,業務狀況
whatsapp.accountHealths.health.tooltip,Overview of your WhatsApp account health and messaging capability.,您的WhatsApp帳戶健康狀況和訊息傳遞功能的概述。
whatsapp.accountHealths.health.blockedMessage,Your phone number has been blocked from sending messages.,您的電話號碼已被阻止傳送訊息。
whatsapp.accountHealths.health.problem,Problem:,問題：
whatsapp.accountHealths.health.possibleSolution,Possible solution:,可能的解決方案：
whatsapp.accountHealths.health.noIssues,No issues detected,未偵測到問題
whatsapp.accountHealths.health.entityHeadline,{type} (ID: {id}),{type}（ID：{id}）
whatsapp.accountHealths.health.entityHeadlineNoId,{type},{type}
whatsapp.accountHealths.health.entityTooltip,Whether this {type} can send messages and any issues affecting it.,此 {type} 是否可以傳送訊息以及影響它的任何問題。
whatsapp.accountHealths.health.entityTypes.PHONE_NUMBER,Phone Number,電話號碼
whatsapp.accountHealths.health.entityTypes.WABA,WhatsApp Business Account,WhatsApp 企業帳戶
whatsapp.accountHealths.health.entityTypes.BUSINESS,Business,業務
whatsapp.accountHealths.health.entityTypes.MESSAGE_TEMPLATE,Message Template,訊息範本
whatsapp.accountHealths.health.entityTypes.APP,App,應用程式
whatsapp.templateFooter.label,Template Footer,範本頁腳
whatsapp.templateHeader.label,Template Header,範本標頭
whatsapp.transferPhoneNumber,Transfer phone from another Whatsapp provider,從其他 Whatsapp 供應商轉接電話
whatsapp.signupSessionExpired,Your WhatsApp signup session has expired. Please start the connection again.,您的WhatsApp註冊會話已過期。請重新開始連線。
zalo.title,Zalo OA,ZaloOA
zalo.refreshPermissions,Refresh permissions,刷新權限
zalo.duplicated,This Zalo OA account has already been connected to another workspace.,此Zalo OA 帳戶已連接到另一個工作區。
zalo.tagSync.title,Tag Sync,標籤同步
zalo.tagSync.description,Mirror local tag assignments to this Zalo OA.,將本地標記分配鏡像到此Zalo OA。
zalo.tagSync.toggleSuccess,Tag sync setting updated.,標籤同步設定已更新。
zalo.tagSync.enabledSince,Enabled since {date},自 {date} 啟用
zalo.tagSync.disabled,Disabled,已停用
telegram.description,This integration lets you create Telegram bots.,此整合可讓您建立Telegram 機器人。
telegram.title,Telegram,Telegram
invitation.chatbotInvitationDescription1,Join {chatbotName},加入 {chatbotName}
invitation.chatbotInvitationDescription2,{userName} has invited you to join {chatbotName}.,{userName} 邀請您加入 {chatbotName}。
invitation.invalidInvitation,This invitation is invalid or has expired.,此邀請無效或已過期。
invitation.workspaceUnavailable,This workspace is no longer available.,此工作區不再可用。
inboxTeams.title,Inbox Teams,收件匣團隊
userPersistentMenus.title,User Persistent Menus,使用者常駐選單
webhooks.title,Webhooks,Webhook
reflinks.title,Entry Point Links,入口點連結
reflinks.description,Keyword links that start flows and capture ref payloads from channels.,啟動流程並從頻道擷取引用 payload 的關鍵字連結。
qrCodes.title,QR Codes,QR Code
qrCodes.description,Create QR codes that link to your chatbot flows.,建立連結到聊天機器人流程的 QR 程式碼。
magicLinks.title,Magic Links,Magic Link
magicLinks.description,Create deep links that redirect to your URL with query parameters.,建立可透過查詢參數重新導向到您 URL 的深層連結。
QRCode.title,QR Code,QR Code
QRCode.description,Share this code so people open your tracking link.,分享此程式碼，以便人們打開您的追蹤連結。
trigger.when,When this happens,當發生這種情況時
trigger.conditions.tagApplied,Tag Applied,標籤已應用
trigger.conditions.tagRemoved,Tag Removed,標籤已刪除
trigger.conditions.dateTimeBasedTrigger,DateTime Based Trigger,依據日期時間觸發器
trigger.conditions.customFieldValueChanged,Custom Field Changed,自訂欄位已更改
trigger.conditions.contactInfoUpdated,Phone or email updated,電話或電子郵件已更新
trigger.conditions.conversationTransferredToHuman,Conversation transferred to human,對話轉移到人類
trigger.conditions.conversationTransferredToBot,Conversation transferred to bot,對話已轉移到機器人
trigger.conditions.newContact,New Contact,新聯絡人
trigger.conditions.contactUnsubscribedFormBroadcast,Contact Unsubscribed From Broadcast,聯絡人取消訂閱廣播
trigger.conditions.archived,Archived,已封存
trigger.conditions.followUp,Follow Up,跟進
trigger.conditions.conversationAssigned,Conversation Assigned,分配的對話
trigger.conditions.conversationUnassigned,Conversation Unassigned,會話未分配
trigger.conditions.incomingCall,Incoming Call,來電
trigger.conditions.missedAudioCall,Missed Audio Call,錯過的音訊通話
trigger.conditions.callEnded,Call Ended,通話結束
trigger.conditions.ticketCreated,Ticket Created,工單已建立
trigger.conditions.ticketMovedToStage,Ticket Moved To Stage,門票已移至舞台
trigger.conditions.ticketValueChanged,Ticket Value Changed,票價已更改
trigger.conditions.ticketStatusChanged,Ticket Status Changed,票證狀態已更改
trigger.conditions.ticketPriorityChanged,Ticket Priority Changed,票證優先權已更改
trigger.conditions.subscribedToSequence,Subscribed To Sequence,訂閱序列
trigger.conditions.unsubscribedFromSequence,Unsubscribed From Sequence,取消訂閱序列
trigger.conditions.WhatsappShoppingCartSent,Whatsapp Shopping Cart Sent,Whatsapp 購物車已傳送
trigger.conditions.userAskedAboutProduct,User Asked About Product,使用者詢問產品
trigger.conditions.cartAbandoned,Cart Abandoned,購物車被遺棄
trigger.conditions.newOrder,New Order,新訂單
trigger.conditions.orderAccepted,Order Accepted,訂單已接受
trigger.conditions.orderShipped,Order Shipped,訂單已出貨
trigger.conditions.orderConcluded,Order Concluded,訂單已完成
trigger.conditions.orderCancelled,Order Cancelled,訂單已取消
trigger.conditions.categoryAddedToCart,Category Added To Cart,分類加入購物車
trigger.conditions.productAddedToCart,Product Added To Cart,產品已加入購物車
trigger.conditions.productRemovedFromCart,Product Removed From Cart,產品已從購物車中刪除
trigger.conditions.productOrdered,Product Ordered,已訂購產品
trigger.conditions.contactReferredANewContact,Contact Referred A New Contact,聯絡人推薦了新聯絡人
trigger.conditions.contactReferredExistingContact,Contact Referred Existing Contact,聯絡人引用現有聯絡人
trigger.actions.addTag,Add Tag,新增標籤
trigger.actions.removeTag,Remove Tag,移除標籤
trigger.actions.setCustomField,Set Custom Field,設定自訂欄位
trigger.actions.clearCustomField,Clear Custom Field,清除自訂欄位
trigger.actions.startAnotherFlow,Start Another Flow,開始另一個流程
trigger.actions.notifyAdmins,Notify Admins,通知管理員
trigger.actions.transferConversationToHuman,Transfer Conversation to Human,將對話轉移給人類
trigger.triggerGoesOff,Trigger goes off,觸發器熄滅
trigger.before,Before,之前
trigger.after,After,之後
trigger.atTheDayOf,At the day of,當天
trigger.day,Day,日
trigger.hour,Hour,小時
trigger.minute,Minute,分鐘
trigger.at,At,在
errorLogs.title,Error Logs,錯誤日誌
developerAccessToken.title,API Access Token,API 存取權杖
developerAccessToken.description,Generate a token to allow your workspace to access the public APIs. Keep this token secret and do not share it with anyone.,產生權杖以允許您的工作區存取公共 API。請將此權杖保密，不要與任何人共享。
contacts.title,Contacts,聯絡人
contacts.exportPreparing,Preparing your export…,準備匯出...
contacts.exportPreparingDescription,We're generating your CSV file. This may take a moment.,我們正在產生您的CSV 檔案。這可能需要一些時間。
contacts.exportReadyTitle,Your export is ready,您的匯出已準備就緒
contacts.exportReadyDescription,Copy the link below or download the file directly.,複製以下連結或直接下載檔案。
contacts.exportDownloadCount,Download ({count}),下載 ({count})
contacts.exportFailed,Export failed. Please try again.,匯出失敗。請再試一次。
contacts.copyLink,Copy link,複製連結
contacts.linkCopied,Link copied to clipboard,連結已複製到剪貼簿
contacts.countExact,{count} contacts,{count} 聯絡人
contacts.countCapped,{count}+ contacts,{count}+ 聯絡人
contacts.exportAllNotice,All contacts matching the current filter will be exported.,與目前過濾器相符的所有聯絡人都會被匯出。
contacts.exportTakingLong,Export is taking longer than expected,匯出花費的時間比預期長
contacts.exportTakingLongDescription,The export is still processing. You can close this dialog and check back in a few minutes from the export history.,匯出仍在處理中。您可以關閉此對話框，並在幾分鐘後返回檢視匯出歷史記錄。
auditLogs.title,Audit Logs,審核日誌
customFields.title,Custom Fields,自訂欄位
customFields.variables.rawGroup,Raw custom fields,原始自訂欄位
keywords.title,Keywords,關鍵字
keywords.tabs.contact,Contact,聯絡人
keywords.tabs.page,Page,頁
keywords.descriptions.contactTitle,Contact keywords,聯絡人關鍵字
keywords.descriptions.contact,Automatically reply when a contact sends a message containing a keyword to your workspace.,當聯絡人傳送包含關鍵字的訊息給您的工作區時自動回覆。
keywords.descriptions.pageTitle,Page keywords,頁面關鍵字
keywords.descriptions.page,Automatically reply when you send a message containing a keyword to a contact.,當您傳送包含關鍵字的訊息給聯絡人時自動回覆。
keywords.pageWarning,Message content containing a Page keyword can cause messages to be sent to the customer in an infinite loop. Disable the Page keyword immediately if you encounter this situation!,訊息包含 Page 關鍵字的內容可能會導致訊息無限循環地傳送給客戶。遇到這種情況請立即停用Page關鍵字！
triggers.title,Triggers,觸發器
users.title,Users,使用者
sequences.title,Sequences,序列
sequences.subscribers,Subscibers,訂閱者
sequences.step,Message,訊息
sequences.addStep,Add Message,新增訊息
sequences.addFirstStep,Add First Message,新增第一個訊息
sequences.noSteps,No messages yet. Add your first message to get started.,還沒有訊息。新增您的第一個開始訊息。
